Ligand SMILES,Target Name,Kd (nM)
Cc1ccc(nc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CNC3)CN(Cc3cc(ccc3C)[C@H](c3ccc4n(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCNCC2)Oc2ncccc2S1(=O)=O)[C@H](c1ccc2n(nnc2c1C)C1CC1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCNCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccc4n(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ncc(cc1CN1C[C@@H]2CCCCN2c2ncc(cc2S1(=O)=O)C#N)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ncc(cc1CN1C[C@@H]2CCCCN2c2ncc(cc2S1(=O)=O)C#N)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
C[C@@H](CN1CCCCC1)Nc1nc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](c3ccc4n(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCC(F)CC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.6
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.16
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.63
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.0
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2NBr)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.7
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](CC2NBr)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.4
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2NBr)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.1
CCn1nc(C(=O)NC[C@@H]2CC[C@H](CN2Br)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.73
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CN2Br)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.6
CCn1nc(C(=O)NC[C@H]2CC[C@H](CN2Br)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,35.0
CCn1nc(C(=O)NC[C@@H]2CC[C@@H](CN2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,74.0
CCn1nc(C(=O)NC[C@@H]2CC[C@H](CO2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.14
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CO2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.13
CCn1nc(C(=O)NC[C@@]2(N)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.2
CCn1nc(C(=O)NC[C@H]2CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.37
CCn1nc(C(=O)NC[C@@H]2CC[C@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.44
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,4.6
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,21.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(NCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,31.0
COc1cc(N[C@H](C)C(F)(F)F)ccc1-c1c(Cl)c(nn1C(C)(C)C)C(=O)NC[C@H]1CC[C@@H](CC1)S(C)(=O)=O,Nuclear receptor ROR-gamma,3.9
COc1cc(N[C@H](C)C(F)(F)F)ccc1-c1c(Cl)c(nn1C(C)(C)C)C(=O)NC[C@@]1(O)CC[C@@H](CC1)S(C)(=O)=O,Nuclear receptor ROR-gamma,7.4
COc1cc(N[C@H](C)C(F)(F)F)ccc1-c1c(Cl)c(nn1CC(C)C)C(=O)NC[C@H]1CC[C@@H](CC1)S(C)(=O)=O,Nuclear receptor ROR-gamma,2.5
COc1cc(N[C@H](C)C(F)(F)F)ccc1-c1c(Cl)c(nn1CC(C)C)C(=O)NC[C@@]1(O)CC[C@@H](CC1)S(C)(=O)=O,Nuclear receptor ROR-gamma,8.3
CCCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,2.1
CCCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,7.2
CCn1nc(C(=O)NC[C@]2(CC[C@@H](CC2)S(C)(=O)=O)C#N)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,7.6
CCn1nc(C(=O)NC[C@]2(CC[C@@H](CC2)S(C)(=O)=O)C(N)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,34.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,1.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,2.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,3.3
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,10.0
CCCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.71
CCCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.28
CCCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.42
CCCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.21
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.33
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.57
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.42
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.37
CCn1nc(C(=O)NC[C@]2(O)CC[C@@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,31.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,26.0
CCn1nc(C(=O)NC[C@H]2CC[C@H](CS(N)(=O)=O)CC2)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.1
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)NS(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.25
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,3.5
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.6
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)NS(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.69
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.35
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(C)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,5.7
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(C)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.6
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(N)(=O)=O)c(C)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.2
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(N)(=O)=O)c(Cl)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.9
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(N)(=O)=O)c(C)c1-c1ccc(C[C@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,6.5
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(N)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.78
CCn1nc(C(=O)NC[C@@H]2CC[C@H](CN2CC(=O)ON)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CN2CC(=O)ON)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,3.2
CCn1nc(C(=O)NC[C@@H]2CC[C@H](CN2C(C)=O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,5.7
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CN2C(C)=O)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,37.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(=O)(=O)NCO)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.039
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(=O)(=O)NC(C)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.7
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(=O)(=O)NC(N)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.29
CCC(=O)S(=O)(=O)[C@H]1CC[C@H](CNC(=O)c2nn(CC)c(c2Cl)-c2ccc(CC(C)(C)C(F)(F)F)cc2OC(F)F)CC1,Nuclear receptor ROR-gamma,0.72
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(=O)(=O)C(=O)NC)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.23
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)C)cc1OC,Nuclear receptor ROR-gamma,0.29
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)C)cc1OC,Nuclear receptor ROR-gamma,0.63
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCC(C)C)cc1OC,Nuclear receptor ROR-gamma,0.33
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCC(C)C)cc1OC,Nuclear receptor ROR-gamma,0.88
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.28
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.2
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.59
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,2.3
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,5.1
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(CCCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,4.1
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(CCCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,11.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C(F)(F)F)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.7
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C(F)(F)F)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.43
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C(F)(F)F)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.17
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(CC(C(F)(F)F)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.14
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1C#N,Nuclear receptor ROR-gamma,15.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)CC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.24
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)CC(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.51
CCn1nc(C(=O)NC[C@@]2(CO)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.24
CCn1nc(C(=O)NC[C@@]2(CO)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,39.0
CCn1nc(C(=O)NC[C@@]2(CO)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,11.0
CCn1nc(C(=O)NC[C@@]2(CC)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,0.22
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@](C)(O)CC(F)(F)F,Nuclear receptor ROR-gamma,69.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(C)(O)CCC(F)(F)F,Nuclear receptor ROR-gamma,33.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@](C)(O)CCC(F)(F)F,Nuclear receptor ROR-gamma,20.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C1(O)CCC(F)(F)CC1,Nuclear receptor ROR-gamma,47.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(=O)C(C)(C)C(F)(F)F,Nuclear receptor ROR-gamma,3.3
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(O)C(C)(C)C(F)(F)F,Nuclear receptor ROR-gamma,9.9
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@H](O)C(C)(C)C(F)(F)F,Nuclear receptor ROR-gamma,5.3
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@@H](O)C(C)(C)C(F)(F)F,Nuclear receptor ROR-gamma,17.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(O)C1(CC1)C(F)(F)F,Nuclear receptor ROR-gamma,15.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@H](O)C1(CC1)C(F)(F)F,Nuclear receptor ROR-gamma,28.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)[C@@H](O)C1(CC1)C(F)(F)F,Nuclear receptor ROR-gamma,31.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C1(O)CC[C@@H](CC1)C(F)(F)F,Nuclear receptor ROR-gamma,32.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.15
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC(F)F)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.27
CCn1nc(C(=O)NC[C@]2(CC)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,10.0
CCn1nc(C(=O)NC[C@H]2CC[C@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,43.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C#N)c1-c1ccc(CC(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,27.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C#N)c1-c1ccc(CC(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,9.6
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C#N)c1-c1ccc(CCC(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,44.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C#N)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,12.0
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C#N)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,3.7
COc1cc(N[C@H](C)C(F)(F)F)ccc1-c1c(Cl)c(nn1CCC#N)C(=O)NC[C@H]1CC[C@H](C)CC1,Nuclear receptor ROR-gamma,72.0
CCc1c(nn(CC)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC)C(=O)NC[C@H]1CC[C@@H](CC1)S(C)(=O)=O,Nuclear receptor ROR-gamma,9.9
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(C(C)C)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC,Nuclear receptor ROR-gamma,33.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.45
CCn1nc(C(=O)NC[C@]2(CC[C@@H](CC2)S(C)(=O)=O)C#N)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.2
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.46
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,1.1
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.0
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,3.7
CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(N)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,0.58
CCn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(C)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.4
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(C)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,5.8
CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(C)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC(F)F,Nuclear receptor ROR-gamma,2.3
