Ligand SMILES,Target Name,Kd (nM)
Cc1ccc(cc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@]2(C)CCCN2c2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,2.61
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ccccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ccccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ccccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,1.83
Cc1cnc2N3CCCC[C@H]3CN(Cc3nc(ccc3C)C(CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2N3CCCC[C@H]3CN(Cc3nc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2N3CCCC[C@@H]3CN(Cc3nc(ccc3C)C(CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2N3CCCC[C@@H]3CN(Cc3nc(ccc3C)[C@@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2N3CCCC[C@@H]3CN(Cc3nc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncc(F)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncc(F)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncc(F)cc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2N3CCCC[C@H]3CN(Cc3cc(ccc3C)C(CC(O)=O)c3ccn4c(nnc4c3C)C(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCc1c(ccn2c(nnc12)C(F)(F)F)[C@@H](CC(O)=O)c1ccc(C)c(CN2C[C@H]3CCCCN3c3ncc(C)cc3S2(=O)=O)c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2CCCCN2c2ncc(Cl)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncc(Cl)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@H]2CCCCN2c2ncc(Cl)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1C[C@@H]2CCCCN2c2ncc(Cl)cc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2ccc(F)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2ccc(F)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(F)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(Cl)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2ncc(Cl)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2ncc(F)cc2S1(=O)=O)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2ncc(F)cc2S1(=O)=O)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2ncc(F)cc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)C(CC(O)=O)c3ccn4c(nnc4c3C)C(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc2c(OC3(CC3)CN(Cc3cc(ccc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S2(=O)=O)n1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)C(CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)[C@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1C[C@@H]2CCCN2c2ncc(cc2S1(=O)=O)C#N)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
C[C@@H]([C@H](c1ccc(C)c(CN2CC3(CC3)Oc3ncccc3S2(=O)=O)c1)c1ccn2c(nnc2c1C)C(F)(F)F)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCn1nnc2c(C)c(ccc12)[C@H](c1ccc(C)c(CN2CC3(CCOCC3)Oc3ncccc3S2(=O)=O)n1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCn1nnc2c(C)c(ccc12)[C@H](c1ccc(C)c(CN2CC3(CCOCC3)Oc3ncc(C)cc3S2(=O)=O)n1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,52.5
Cc1ncc(cc1CN1CC2(CCOCC2)Oc2ncccc2S1(=O)=O)[C@@H](CC(O)=O)c1ccn2c(nnc2c1C)C(F)(F)F,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,14.8
Cc1cnc2OC3(CC3)CN(Cc3cc(cnc3C)[C@@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,21.0
Cc1cnc2OC3(CC3)CN(Cc3cc(cnc3C)[C@H](CC(O)=O)c3ccn4c(nnc4c3C)C(F)(F)F)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,59.4
Cc1ncc(cc1CN1CC2(CCOCC2)Oc2ncccc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(cnc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCOCC3)CN(Cc3cc(ccc3C)C(c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCOCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
COc1ccc2c(OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S2(=O)=O)n1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCOCC3)CN(Cc3cc(cnc3C)C(c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCOCC3)CN(Cc3cc(cnc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ncc3C)C(c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CC3)CN(Cc3cc(ncc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CCOCC3)CN(Cc3cc(ncc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCn1nnc2c(C)c(ccc12)[C@H](c1cc(CN2CC3(CC3)Oc3ncc(C)cc3S2(=O)=O)c(C)cn1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CCn1nnc2c(C)c(ccc12)[C@H](c1cc(CN2CC3(CNC3)Oc3ncc(C)cc3S2(=O)=O)c(C)cn1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,4.28
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CC(F)C3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCOCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(CCC(N)=O)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
CC(CN1CCCCC1)Oc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
C[C@H](CN1CCCCC1)Oc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
C[C@@H](CN1CCCCC1)Oc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
C[C@H](CN1CCCCC1)Nc1nc2OC3(CCOCC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2cc1C,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(CCC(=O)NC3CCC3)ccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(CCOCC2)Oc2nc(OCCCOCCCO)ccc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(nc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ncc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccc2n(nnc2c1C)C1CC1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(COC3)CN(Cc3cc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1ccc(cc1CN1CC2(COC2)Oc2ncccc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C1CC1)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(COC3)CN(Cc3cc(cnc3C)[C@@H](c3ccc4n(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cc2c(OC3(CC3)CN(Cc3cc(cnc3C)[C@@H](c3ccc4n(nnc4c3C)C3CC3)C(C)(C)C(O)=O)S2(=O)=O)nc1OCCN1CCCC1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(COC3)CN(Cc3nc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc2OC3(CNC3)CN(Cc3nc(ccc3C)[C@@H](c3ccn4c(nnc4c3C)C(F)(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,3.81
Cc1cnc2OC3(CNC3)CN(Cc3nc(ccc3C)[C@H](c3ccn4c(nnc4c3C)C(F)F)C(C)(C)C(O)=O)S(=O)(=O)c2c1,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,1.08
Cc1ccc(nc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
Cc1cnc(cc1CN1CC2(CCOCC2)Oc2nc(OCCN3CCCCC3)c(C)cc2S1(=O)=O)[C@@H](c1ccn2c(nnc2c1C)C(F)F)C(C)(C)C(O)=O,Kelch-like ECH-associated protein 1/Nuclear factor erythroid 2-related factor 2,0.0
